Away Team,Visitor Pts,Home Team,Home Pts,Home Win,Away Pts For,Away Pts Allowed,Away Cover,Away Pace,Away TS,Away eFG,Away 3PAR,Away ft Rate,away orb,away drb,away trb,away AST,away STL,away BLK,Away TOV,away off rtg,away def rtg,Away Travel,Away Inactive,Away ELO,Home Pts For,Home pts allowed,Home Covers,Home Pace,Home TS,Home EFG,Home 3PAR,home ft rate,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home offRtg,Home def RTG,Home Travel,Home Inactive,Home ELO
Toronto Raptors,114,Indiana Pacers,122,1,116.333,125,0.333,98.567,0.571,0.524,0.31,0.248,31.667,75.633,52.567,55,5.433,6.9,11.333,117.933,126.967,440.281,3,1405.889493,112.667,110,0.333,98.7,0.566,0.534,0.501,0.231,27.933,72.067,47.967,69.3,10.1,10.433,14.033,114.1,111.533,0,3,1479.974339
New Orleans Pelicans,111,Philadelphia 76ers,120,1,124.667,116.333,0.667,105.6,0.587,0.558,0.348,0.321,26.267,78.367,53.633,57.5,6.9,11.367,11.367,118.1,110.267,877.922,3,1503.922446,116.333,123.333,0,100.567,0.571,0.536,0.421,0.259,23.4,74.067,46.433,63.167,8.933,3.8,10.3,115.8,122.767,1256.057,2,1509.601261
San Antonio Spurs,103,Brooklyn Nets,139,1,107.333,116.667,0.333,94.6,0.561,0.524,0.326,0.292,25.333,79.667,51.2,57.8,4.567,8.5,11.2,113.333,123.4,1579.371,4,1364.750544,127,109.667,0.667,100.033,0.678,0.653,0.366,0.194,21,72.9,49.033,69.9,10.367,6.7,13.667,126.867,109.533,530.748,4,1561.102484
Dallas Mavericks,111,Houston Rockets,106,0,115.667,115.333,0.667,100.2,0.598,0.556,0.399,0.24,19,67.267,44.867,60.433,7.333,5.6,13.4,115.433,115.133,186.136,3,1495.105745,129.667,114.667,0.667,101.267,0.677,0.667,0.473,0.157,18.567,77.567,51.1,76.7,5.6,5.9,12.733,127.967,113.267,0,3,1345.254632
Denver Nuggets,111,Minnesota Timberwolves,124,1,113,110,0.333,95.5,0.617,0.578,0.528,0.228,12.833,70.867,43.5,60.4,6.233,10.333,11.267,118.333,115.367,698.461,3,1521.349172,116.333,104.667,0.667,99.6,0.568,0.529,0.421,0.303,31.633,80.967,55.8,53.9,9.933,8.667,12.267,116.767,105.267,0,4,1416.671638
Atlanta Hawks,141,Golden State Warriors,143,1,123.333,119.667,0.333,100.733,0.592,0.559,0.28,0.246,25.433,72.967,50,52.133,6.867,17.267,9.2,122.733,118.633,2133.353,3,1406.517841,109.333,112.333,0.667,96.167,0.502,0.459,0.327,0.283,28.567,78.133,52.5,63.633,6.3,9.6,10.167,105.333,109.067,0,5,1475.840525
Detroit Pistons,106,Portland Trail Blazers,135,1,112.333,120.333,0.667,101.533,0.549,0.501,0.37,0.372,25.133,72.333,49.3,54.8,3.9,8.8,15.6,106.5,114.5,1422.008,4,1336.690101,112,102.667,0.667,95.667,0.583,0.532,0.418,0.245,18.067,80.533,50.3,66.9,7.733,7.2,11.333,113.6,104.2,536.638,4,1453.171003
Miami Heat,110,Los Angeles Clippers,100,0,114.667,121,0.333,99.567,0.53,0.501,0.364,0.304,29.1,81.367,52.667,58.933,7.6,6.2,8.733,115.3,121.5,581.04,4,1474.004999,122,105.667,0.667,101.433,0.591,0.552,0.371,0.294,24.967,76.667,53.5,60.067,4.267,8.133,10.433,120.467,104.333,1807.506,4,1454.144085
Washington Wizards,113,Milwaukee Bucks,123,1,111,117.667,0.333,96.633,0.564,0.532,0.396,0.277,19.6,72.633,45.667,61.367,7.633,8.7,9.033,115.233,122.167,0,4,1427.956198,112.333,98,0.667,90.3,0.599,0.568,0.317,0.278,25.667,75.967,52.733,54.667,7.433,6.6,8.167,124.033,108.933,0,3,1499.512379
Boston Celtics,117,Oklahoma City Thunder,150,1,107.667,116,0.333,96.7,0.531,0.507,0.327,0.136,24.7,80.267,49.1,58.867,11.033,6.9,9.5,111.267,119.867,505.532,4,1517.826254,114,101,0.667,99.167,0.57,0.539,0.361,0.214,22.933,78.667,52.967,60.5,9.4,3.767,11.5,114.933,102.033,0,6,1420.732016
Sacramento Kings,117,Utah Jazz,115,0,120.667,115.667,0.667,101.267,0.602,0.571,0.328,0.292,18.833,79.9,49.133,55.633,6.9,7.967,10.133,119.233,114.5,1248.561,2,1478.594639,110.667,131,0,102.433,0.526,0.502,0.369,0.187,26.3,79.067,49.933,60.233,5.5,7.9,11.7,107.567,127.9,0,3,1413.360248
Memphis Grizzlies,131,Charlotte Hornets,107,0,120.333,106.667,1,99.6,0.604,0.58,0.464,0.2,25.3,89.033,59.633,57.633,5.733,7.067,10.5,120.833,107.233,520.056,4,1521.929913,110,111.333,0.667,102.2,0.539,0.509,0.294,0.26,29.2,80,53.6,61.4,7.2,5.6,13.8,107.7,109.133,0,3,1329.837734
Phoenix Suns,88,Cleveland Cavaliers,90,1,113.333,112.667,0.667,99.533,0.555,0.506,0.32,0.37,30.9,78.2,53.133,49,9,6.767,11.833,113.733,113.167,403.685,3,1431.820467,104.667,112.333,0.333,98.733,0.538,0.502,0.34,0.373,27.1,79.3,53.533,61.2,3.933,7.167,14.233,106.2,114.267,0,5,1506.156439
Oklahoma City Thunder,115,Orlando Magic,126,1,112.333,114.667,0.333,93.167,0.614,0.575,0.356,0.254,21.567,75.767,49,63.5,7.533,9.033,11.333,120.6,123.033,1057.528,5,1410.038322,118.333,120.667,0.333,96.4,0.608,0.561,0.388,0.312,26.7,78.733,51.567,52.567,6.533,6.8,10.9,122.5,124.767,0,5,1396.591858
Indiana Pacers,126,Philadelphia 76ers,129,1,105,106.667,0.667,100.867,0.508,0.466,0.471,0.242,22,66.667,44.233,69.033,9.2,13.267,10.267,104.067,105.5,582.51,4,1471.008517,121.333,116.333,0.333,101.567,0.568,0.54,0.403,0.215,24.033,76.1,47.1,63.533,9.5,7.2,8.067,119.533,114.733,0,3,1516.034291
San Antonio Spurs,114,New York Knicks,117,1,117.667,117,0.667,98.267,0.62,0.589,0.352,0.269,22.567,73.933,50.367,49.8,4.733,8.4,12.3,119.7,119.133,4.785,5,1357.473204,101.667,97,0.667,96.767,0.549,0.501,0.391,0.299,26.367,78.533,54.667,56.767,6.533,4.333,15.967,105.433,100,0,3,1461.792655
Milwaukee Bucks,104,Toronto Raptors,101,0,102.333,110,0,98.233,0.561,0.529,0.329,0.228,16.367,80.333,49.833,55.6,7.133,8.533,14.5,104,111.8,430.846,4,1506.610431,124.667,117,0.667,99.833,0.587,0.537,0.343,0.351,29.433,78.867,53.367,59.167,11.4,7.033,10.733,120.5,113.067,440.281,3,1395.705965
Brooklyn Nets,112,Chicago Bulls,121,1,118.667,110,0.667,97.1,0.664,0.643,0.368,0.217,13.867,76.3,50.6,54.667,4.8,12.3,13.267,122.233,113.433,715.336,4,1547.588661,116.333,112.333,0.333,97.9,0.624,0.597,0.415,0.235,20.833,79.567,52.9,64.6,7.8,10.5,12.967,119.133,114.833,309.953,5,1433.586714
Portland Trail Blazers,106,Minnesota Timberwolves,113,1,115.333,109,0.667,92.7,0.636,0.573,0.374,0.346,20.5,82.1,53.067,58.233,6.733,6.3,10.5,124.267,117.067,1422.008,4,1442.35806,111.333,97.667,0.667,98.2,0.557,0.513,0.465,0.261,33.8,82.933,57.567,56.3,9.7,10.167,14.3,113.333,99.6,0,3,1424.864026
Houston Rockets,108,New Orleans Pelicans,119,1,117.667,126,0.333,100.833,0.589,0.559,0.446,0.234,21.3,76.633,48.433,60.267,7.1,6.1,13,113.267,121.4,316.702,3,1339.61461,111.667,100.667,0.667,100.8,0.609,0.581,0.35,0.292,18.8,78.5,50.4,59.1,10.6,13.033,15.633,110.667,99.8,1086.585,4,1507.603848
Detroit Pistons,122,Golden State Warriors,119,0,113,125.667,0.333,101,0.551,0.501,0.363,0.38,22.433,74.7,48.567,48.8,4.267,6.567,14.367,107.633,120.233,536.638,5,1350.094097,114.667,114.333,1,98.267,0.543,0.496,0.35,0.322,28.867,78.133,54.1,63.467,5.767,6.4,12.3,108.467,108.567,0,5,1459.871443
Miami Heat,109,Los Angeles Lakers,112,1,114.333,119.667,0.333,100.733,0.533,0.506,0.337,0.328,34.933,82.867,56.9,60.2,7.833,3.833,11.967,113.767,118.833,0,4,1463.009457,114.333,107.333,0.667,98.067,0.6,0.577,0.503,0.292,18.667,78.1,46.267,56.967,6.433,8.633,11.5,116.667,109.433,2116.822,4,1439.301356
Atlanta Hawks,120,Sacramento Kings,117,0,123,116,0.333,98.967,0.599,0.572,0.283,0.207,25.6,72.633,50.467,49.167,5.367,12.9,8.867,124.4,117.2,74.001,4,1418.157678,116,110.667,0.667,97,0.59,0.545,0.382,0.342,27.867,81.433,54.667,50.3,9.233,9,12.167,119.467,114.1,532.051,3,1464.010694
Memphis Grizzlies,123,Orlando Magic,115,0,115.333,104,1,95.733,0.578,0.555,0.481,0.188,25.1,81.067,54.367,58.5,5.9,9.467,8.833,120.533,108.633,463.081,5,1528.238411,129,121.667,0.667,98.533,0.664,0.625,0.389,0.331,25.633,77.633,52,60.1,9.167,8.667,11.5,130.833,123.2,0,5,1387.319855
Boston Celtics,124,Dallas Mavericks,95,0,111,119,0.333,95.6,0.563,0.539,0.319,0.179,25.8,78.5,49,60.567,8.967,7.967,10.033,116.3,124.633,189.03,3,1526.824865,129,122.333,0.333,100.267,0.635,0.594,0.377,0.287,26.2,76.733,49.967,64.667,6,4.8,10.267,128.567,121.967,226.783,3,1482.917432
Utah Jazz,131,Houston Rockets,114,0,118.667,114,0.667,99.633,0.627,0.589,0.33,0.309,27.767,74.367,53.6,58.6,7.367,6.867,15.967,119.133,114.367,1200.651,4,1420.974993,121,112,0.333,102,0.623,0.608,0.467,0.143,18.833,79.3,50.1,75.867,7.467,8.533,13.367,118.833,109.933,316.702,2,1328.860384
Los Angeles Clippers,91,Denver Nuggets,122,1,116,127,0.333,100.167,0.605,0.565,0.306,0.291,16.867,73.567,46.6,53.4,6.333,9.333,12.2,115.767,126.933,830.829,3,1446.207444,127,126.667,0.333,97.967,0.657,0.621,0.495,0.377,15.667,81.167,45.6,52.733,6.133,2.667,9.067,129.667,129.333,698.461,4,1526.876691
Portland Trail Blazers,99,Indiana Pacers,108,1,126,119.667,0.667,94.467,0.666,0.615,0.419,0.359,20.8,80.2,50.833,60.1,7,5.033,8.667,133.5,126.367,511.508,4,1433.365126,117.333,111.333,0.667,101.333,0.58,0.538,0.463,0.308,22.8,76.933,48.4,69.033,12.533,9.2,12.333,115.6,109.9,582.51,4,1477.4661
Chicago Bulls,126,Philadelphia 76ers,112,0,113,108.333,0.333,96.7,0.572,0.517,0.481,0.333,26.333,75.967,50.5,59.4,8.9,8.133,11.3,116.733,112.1,666.572,6,1445.509074,125.333,115,0.667,100.1,0.6,0.571,0.426,0.259,26.4,73.833,49.333,60,9.633,8.967,8.8,125.133,115.133,0,4,1501.217822
Brooklyn Nets,108,New Orleans Pelicans,102,0,114.333,111.333,0.333,99.5,0.617,0.591,0.382,0.225,9.8,78.733,46.933,54.567,5.267,13.233,11.5,114.9,111.833,835.289,4,1556.111637,116.333,102.333,0.667,101.667,0.58,0.553,0.36,0.271,20.967,74.933,47.667,55.767,11.467,13.9,10.567,114.333,100.5,0,3,1495.893451
New York Knicks,112,Toronto Raptors,108,0,130,110.333,1,99.067,0.615,0.58,0.361,0.249,36.433,77.067,56.8,53.2,8.4,5.833,10.667,131.2,111.267,340.421,3,1469.610366,120.333,110,1,97.833,0.62,0.575,0.382,0.338,24.933,82.367,53.5,64.067,11.6,9.133,11.4,122.933,112.533,0,3,1384.73295
Charlotte Hornets,138,Milwaukee Bucks,109,0,112,114.333,0.667,96.433,0.512,0.47,0.373,0.24,31.1,68.933,48.667,51.867,10.267,10.467,10.633,109.2,110.9,659.526,5,1344.146336,109.333,110.667,0.333,89.6,0.62,0.582,0.318,0.285,20.267,68.967,47.3,51.333,7.467,5,10.133,121.833,123.1,430.846,2,1489.989025
Washington Wizards,110,Oklahoma City Thunder,127,1,111.667,117.667,0.333,96.3,0.556,0.513,0.343,0.333,24.9,78.7,50.5,56.167,7.3,8.367,8.8,116.233,122.533,732.556,4,1417.661627,118.667,98,1,97.433,0.602,0.554,0.28,0.281,25,80.967,55.567,58.9,8.467,4.4,10.3,122.1,101.167,1057.528,5,1417.718803
Detroit Pistons,109,San Antonio Spurs,121,1,105.333,125,0,99.533,0.539,0.489,0.37,0.344,25.033,72.867,47.867,54.2,7.067,2.833,14.567,106.2,125.867,1488.556,5,1340.507844,118,117.667,0.333,97.533,0.595,0.555,0.443,0.29,23.4,75.267,46.9,62.033,6.8,8.1,10.533,120.633,120.567,1580.245,4,1364.47737
Cleveland Cavaliers,108,Denver Nuggets,121,1,110,111,0.667,98.2,0.618,0.578,0.415,0.376,18.9,77.767,51.8,61.667,6.5,5.6,16.7,112,113.033,1225.185,5,1496.942844,126.333,124,0.333,102.033,0.663,0.624,0.528,0.357,11.267,81.733,45.5,51.467,7.433,4.833,11.633,124.5,122.3,0,4,1533.535474
Los Angeles Clippers,115,Minnesota Timberwolves,128,1,113,129.333,0,97.967,0.593,0.542,0.319,0.317,17.367,71.633,45.5,46.333,5.467,8.233,11.367,115.467,132.2,698.461,4,1435.817083,110,102,0.667,98.8,0.55,0.497,0.43,0.317,31.733,82.733,56.467,59.367,9.333,8.933,14.033,111.333,103.3,0,2,1432.638008
Miami Heat,104,Phoenix Suns,96,0,116.667,114.667,0.667,99.667,0.557,0.524,0.339,0.329,36.067,81.167,58.467,60.2,6.633,7.233,12.9,117.233,115.2,358.327,5,1471.774015,107.333,111.333,0.333,94.833,0.559,0.53,0.31,0.263,22.967,81.567,50.7,61.333,7.233,7.433,10.333,113.1,117.433,1746.019,4,1419.865423
Atlanta Hawks,114,Los Angeles Lakers,130,1,120,124.667,0.333,99.167,0.598,0.569,0.318,0.215,23.233,70.333,47.867,56.8,3.733,8.433,10.667,121.2,125.5,361.421,4,1408.955884,117,110,0.667,98.633,0.593,0.576,0.476,0.293,22.333,72.2,46.5,51.167,7.467,10.3,10.533,118.833,111.633,0,4,1445.949316
Boston Celtics,121,San Antonio Spurs,116,0,116.333,114.333,0.667,94.267,0.57,0.547,0.307,0.157,29.367,75.367,50.167,62.2,7.1,9.667,8.167,123.433,121.5,251.564,3,1532.275198,131,124,0.667,98.767,0.664,0.635,0.433,0.244,20.967,73.7,48,59.233,8.4,9,9.233,132.433,125.567,0,4,1356.252857
Utah Jazz,118,Chicago Bulls,126,1,118,121.333,0.333,101.333,0.597,0.567,0.371,0.238,28.1,71.033,49.367,60.767,7.867,7.667,14.167,116.533,119.633,941.367,4,1411.867617,117,119.667,0,97.133,0.584,0.545,0.432,0.275,23.067,76.8,51.2,65.133,6.7,10.567,13.5,113.133,115.533,666.572,6,1452.070701
New Orleans Pelicans,117,Dallas Mavericks,127,1,120.333,115.333,0.333,107.4,0.563,0.527,0.333,0.336,29.133,78.667,53.9,64.167,7.733,11.767,13.233,111.967,107.4,442.725,5,1485.737185,135,120.667,0.667,102.433,0.649,0.613,0.452,0.295,25.233,76.633,49.833,64.267,4.233,5.367,9.8,131.833,117.9,0,3,1490.46378
Orlando Magic,115,Golden State Warriors,101,0,122.667,119.333,1,94.9,0.623,0.604,0.418,0.24,22.8,78.233,50.8,44.633,8,6.933,12.233,121.433,118.1,2435.353,6,1398.972685,103.333,107.333,0.667,96.467,0.547,0.516,0.359,0.247,27.9,82.1,55.067,67.467,7.3,8.267,13.633,107.067,111.233,0,5,1445.27671
Los Angeles Lakers,136,Sacramento Kings,134,0,107,113,0,93.4,0.59,0.514,0.539,0.506,14.7,73.9,44.3,57.867,5.733,7.9,10.267,114.5,120.967,361.421,4,1456.087126,106.333,113.333,0.333,96.367,0.555,0.516,0.377,0.267,27.933,76.033,51.833,59.9,6.233,8.267,14.133,110.267,117.633,0,1,1450.737634
Philadelphia 76ers,123,Detroit Pistons,111,0,128.333,133.333,0.667,101.767,0.639,0.598,0.334,0.289,21.367,74.567,46.433,58.233,9.5,6.133,9.867,126.6,131.333,443.401,5,1506.704564,117,123.333,0.333,98.833,0.581,0.532,0.389,0.311,26.833,86.8,53.633,56.367,8.433,3.7,10.633,118.467,124.833,1236.216,5,1332.237648
Portland Trail Blazers,105,Toronto Raptors,117,1,135.333,135.333,0.333,98.833,0.701,0.648,0.4,0.425,18.267,80.067,50.533,65.467,6.733,4.767,9.367,136.933,136.967,440.281,4,1422.216053,105.667,108.667,0.667,94.5,0.555,0.524,0.414,0.273,24.867,84.4,52.533,61,11.6,10.4,11.867,111.9,115.1,0,3,1393.265145
Charlotte Hornets,111,Indiana Pacers,116,1,109.667,126,0.333,98.267,0.512,0.482,0.352,0.207,29.5,76.133,50.4,56.633,7.233,7.6,12.933,104.5,120.667,244.261,5,1337.908467,116.667,114.333,0.667,97.333,0.586,0.55,0.445,0.281,23.367,75,46.9,62.067,12.2,7.267,9.933,120.3,117.8,0,3,1481.606126
Utah Jazz,118,Memphis Grizzlies,123,1,114.667,129.667,0,100.733,0.552,0.519,0.332,0.209,30.367,69.7,47.633,53.533,8.933,6.967,12.333,113.9,128.8,483.23,4,1405.211903,117.667,111.667,0.333,104.5,0.554,0.522,0.428,0.292,22.6,77.567,52.433,44.3,4.733,5.6,9.633,112.667,107,682.612,6,1532.707907
Brooklyn Nets,102,Miami Heat,101,0,114.333,109.667,0.667,99.033,0.61,0.577,0.407,0.235,12.833,75.733,45.5,60.533,8.067,14.233,11.367,115.467,110.633,669.172,4,1563.449148,121.667,102.667,0.667,104.3,0.618,0.6,0.381,0.246,23.2,72.133,52.4,68.967,10.233,16.367,14.5,116.667,98.467,1978.514,4,1461.323521
Minnesota Timberwolves,104,Houston Rockets,96,0,101.333,108,0.333,96.733,0.494,0.466,0.409,0.252,26.833,75.567,49.4,60.5,6.167,10.633,8.733,105.033,111.667,1058.378,2,1439.478294,126.333,116.333,0.667,101.533,0.639,0.629,0.474,0.122,24.4,77.7,50.533,77.067,8.867,4.833,13.433,124.967,114.967,0,3,1318.969108
Dallas Mavericks,109,Oklahoma City Thunder,120,1,119,117.333,0.667,99.3,0.603,0.567,0.386,0.215,21.767,69.4,47.167,53.5,6.4,6,10.967,119.967,118.2,189.03,4,1478.65541,122.333,105.333,1,99.3,0.591,0.552,0.315,0.264,27.6,78.8,53.4,55.267,7.033,6.667,8.767,123.467,106.667,0,4,1426.935946
Cleveland Cavaliers,112,Phoenix Suns,98,0,108.667,113,0.667,97,0.599,0.559,0.374,0.345,20.933,78.2,51.9,62.467,6.567,7.467,15.733,112.1,116.367,585.46,4,1504.469935,105.333,104.333,0.333,92.7,0.541,0.509,0.309,0.255,26.467,76.967,50.8,57.6,9.533,11.067,11.733,109.933,109.067,0,5,1409.206614
Atlanta Hawks,112,Los Angeles Clippers,108,0,112,120.333,0.333,100,0.546,0.515,0.324,0.203,24.4,71.167,47.133,59.2,5.7,5.967,10.8,112.033,120.2,0,4,1419.340338,120.333,115.667,0.333,99.567,0.562,0.524,0.342,0.308,25.533,75.8,51.467,56.033,4.8,12.567,9.033,117.267,112.267,1522.459,3,1422.319785
New Orleans Pelicans,132,Washington Wizards,112,0,110.333,122.333,0,105.9,0.508,0.477,0.333,0.262,29.6,77.767,50.233,65.267,8.833,9.1,13.133,104.133,115.567,1183.012,3,1493.501998,104.667,124.333,0,98.167,0.553,0.496,0.356,0.304,18.667,85.433,48.5,59.633,5.8,6.033,12.667,106.367,126.7,1150.327,5,1406.745345
Chicago Bulls,99,Boston Celtics,107,1,115.667,110.667,0.333,96.667,0.589,0.545,0.513,0.314,22.367,76.7,49.667,66.967,7.133,6.3,9.3,119.6,114.633,850.672,5,1444.481399,115.333,106.333,0.333,97.133,0.548,0.503,0.367,0.305,32.467,77.033,52.933,54.567,12.367,14.433,9.2,118.7,109.433,1762.401,4,1537.508467
Milwaukee Bucks,111,New York Knicks,107,0,100,106,0,94.633,0.594,0.563,0.351,0.231,16.433,74.6,47.933,68.933,8.033,11.6,17.7,105.567,111.967,732.505,2,1499.05258,105.667,89.667,1,96.4,0.547,0.493,0.388,0.279,32.033,80.3,57.967,55.467,6.9,6.5,14.2,109.867,93.033,340.421,3,1457.357973
San Antonio Spurs,113,Memphis Grizzlies,121,1,118,117.667,0.667,99.1,0.62,0.589,0.401,0.285,21.167,80.5,51.3,51.067,4.7,7.4,12.8,119.133,118.733,628.672,4,1351.011449,120,115,0.333,100.833,0.585,0.554,0.444,0.336,20.933,81.067,53.3,52.8,4.433,3.933,11.4,114.933,110.133,0,5,1536.091638
Los Angeles Lakers,109,Denver Nuggets,122,1,109.667,116,0.333,93.967,0.589,0.539,0.508,0.425,11.133,73.233,44.967,56.6,4.067,8.367,12.167,109.467,116.567,885.959,5,1448.424639,111.333,116.667,0,101.233,0.583,0.542,0.504,0.277,12.333,81.267,45.833,54.1,5.767,6.333,11.933,110.033,115.733,0,4,1538.830278
Orlando Magic,111,Sacramento Kings,136,1,123.333,123.667,0.667,96.733,0.6,0.58,0.478,0.285,26.5,76.3,51.533,50.5,7.5,5.667,12.033,119.967,120.333,74.001,6,1390.617061,99.333,110.333,0.333,93.533,0.531,0.495,0.337,0.248,28.433,77.9,52.333,55.367,6.067,6.4,14.4,106.267,117.733,0,2,1456.627628
Detroit Pistons,116,Philadelphia 76ers,147,1,113,122,0.333,98.7,0.565,0.525,0.374,0.305,28.333,75.367,50.767,54.333,7.1,6.3,12.267,114.8,123.733,443.401,5,1326.952577,132,116.667,1,102.533,0.627,0.597,0.411,0.256,28.5,75.333,51.5,56.7,10.067,7.767,9.7,128.7,113.767,443.401,2,1510.120591
Oklahoma City Thunder,111,Miami Heat,112,1,120,110.333,0.667,95.2,0.623,0.587,0.353,0.227,24.467,79,50.467,64.567,9.067,8.433,10.433,125.9,116.067,1225.514,4,1418.102103,128,102.333,0.667,103.633,0.626,0.607,0.351,0.265,26.733,73.833,55.033,64.6,7.667,16.1,12.4,123.7,98.767,0,5,1467.637551
Charlotte Hornets,120,Toronto Raptors,132,1,107.667,122.667,0.667,99.067,0.54,0.524,0.31,0.222,27.633,76.8,50.1,56.2,5.4,6.3,12.833,108.8,124.1,440.281,4,1329.650865,116,110,0.667,96.167,0.587,0.552,0.421,0.294,25.3,84.133,53.333,61.5,10.7,13.133,9.767,120.2,114.6,0,3,1399.069589
Cleveland Cavaliers,114,Utah Jazz,116,1,112.333,120.333,0.333,98.3,0.548,0.501,0.336,0.339,28.833,71.767,49.167,54.333,6.8,9.067,11.267,114.433,122.467,506.06,4,1491.955373,104,119.667,0.333,99.167,0.543,0.516,0.396,0.184,22.667,70.767,47.533,57.567,4.7,7.8,14.067,105.067,120.767,1248.561,5,1415.190548
Phoenix Suns,125,Golden State Warriors,113,0,115.333,108,1,99.3,0.585,0.541,0.286,0.337,28.267,76.5,52.167,57.933,8.333,6.733,13.067,115.967,108.6,651.421,5,1419.848794,112,115.333,0.667,94.9,0.603,0.567,0.393,0.285,25.967,77.833,50.867,67.133,8.1,7.367,13.3,118.167,121.7,0,4,1431.548968
Orlando Magic,109,Portland Trail Blazers,106,0,114.333,119,0.333,95.667,0.525,0.483,0.424,0.315,33.467,80,55.367,56.067,6.5,5.067,11.033,111.5,116.667,484.026,4,1401.13418,117.333,106,1,97.767,0.597,0.555,0.378,0.241,20.167,78.3,49.167,65.1,8.167,10.133,9.2,120.167,108.7,2108.193,4,1408.599645
Dallas Mavericks,101,Los Angeles Clippers,113,1,121.667,115,1,97.7,0.623,0.587,0.351,0.267,23.033,77.233,50.967,50.833,5.1,7.067,10.033,124.633,117.733,1180.024,3,1467.294281,124,113,0.667,99.3,0.589,0.559,0.352,0.285,23.567,76.667,51.4,57,7.433,10.867,9.2,121.133,109.967,0,3,1431.069598
Minnesota Timberwolves,118,Detroit Pistons,135,1,105.333,103,0.667,98.167,0.542,0.518,0.392,0.25,21.733,77.667,50.267,58.067,5.4,11.767,11.4,107.6,105.167,1106.349,4,1426.619661,115,124,0.333,98.3,0.586,0.534,0.33,0.361,27.1,83.667,54.033,52.567,7.467,2.667,11.433,117.067,126.2,443.401,5,1337.31294
Chicago Bulls,97,Washington Wizards,100,1,125,113,0.667,95.8,0.626,0.596,0.514,0.278,25.1,74.833,50.233,69.8,7.9,5.533,8.033,130.6,118.1,393.613,6,1433.634092,103.333,117,0.333,97.833,0.558,0.5,0.359,0.275,18.333,85.767,51.1,59.633,5.8,8.367,13.933,105.433,119.767,0,5,1414.972186
Milwaukee Bucks,114,Atlanta Hawks,105,0,109.333,112,0,96.2,0.608,0.574,0.362,0.285,18.5,75.233,46.933,65.9,8.6,12.733,14.967,113.5,116.4,747.935,3,1506.510641,113.667,115,0.667,101.1,0.538,0.492,0.355,0.239,24.533,70.933,47.8,61.2,9.5,9.267,11.767,108.567,110.067,1933.637,4,1408.757072
New Orleans Pelicans,114,Boston Celtics,125,1,110,122.333,0.333,104.233,0.531,0.499,0.356,0.272,25.433,72.6,46.133,67.3,10.233,6.5,13.333,105.633,117.4,393.613,4,1484.933621,112.667,97.667,0.667,94.133,0.551,0.519,0.368,0.192,33.5,75.567,53.467,60.333,11.6,15.233,9.167,119.667,103.767,0,5,1543.585734
Indiana Pacers,113,New York Knicks,119,1,110,122,0.333,106.633,0.501,0.46,0.428,0.232,20.267,68.633,43.2,67.1,8.8,10.733,9.567,103.267,114.233,644.418,4,1471.134603,119,94,1,95.167,0.604,0.552,0.429,0.32,33.633,82.267,59.2,59.267,7.7,5.267,11.667,125.267,98.733,0,2,1465.211564
San Antonio Spurs,129,Memphis Grizzlies,135,1,115,112.333,0.667,97.533,0.615,0.591,0.445,0.238,20.233,73.967,47.533,52.3,5.867,5.433,12.733,117.9,114.933,0,3,1345.956813,127.333,113,0.667,101.567,0.612,0.586,0.464,0.3,22.6,81.267,54.6,58.267,5.7,4.567,11.3,121.3,107.467,0,5,1539.338074
Phoenix Suns,97,Denver Nuggets,126,1,110.667,109,0.667,97.3,0.582,0.538,0.318,0.26,26.267,73.133,49.3,61.067,6.833,5.533,14.233,113.733,112.067,944.879,5,1413.258328,111,115.667,0.333,101.833,0.565,0.542,0.489,0.217,14.333,79.033,45.233,61.4,6.4,7.633,11.733,108.9,113.9,0,3,1543.247833
Houston Rockets,115,Sacramento Kings,135,1,121,131,0.333,98.1,0.627,0.611,0.454,0.217,23.867,72.267,47.667,62.567,5.733,4.333,11.867,123.467,133.633,1606.943,3,1312.835945,99.333,111.333,0.333,94.267,0.54,0.509,0.376,0.236,25.167,81.5,52.167,62.667,4.967,8.233,14.3,105.433,117.9,0,2,1460.686257
Oklahoma City Thunder,133,Philadelphia 76ers,114,0,124,102.333,1,97.6,0.643,0.617,0.348,0.191,27.133,86.967,58.6,66.867,7.867,8.967,12.367,127,105.1,1017.674,4,1430.28257,129,118,1,101.933,0.615,0.573,0.384,0.289,30.567,76.233,53.867,53.133,9.133,4.367,10.233,126.467,115.7,0,3,1495.095377
Boston Celtics,109,Brooklyn Nets,98,0,119.333,108.333,0.667,93.367,0.592,0.563,0.318,0.223,30.233,75.933,50.733,64.7,9.633,11.133,7.933,127.7,116.3,190.365,5,1553.774067,133.333,105.333,1,100.767,0.694,0.674,0.317,0.164,19.1,73.233,49.4,65.467,11.233,7.633,11.1,132.1,104.567,1089.65,2,1550.129857
Milwaukee Bucks,102,Miami Heat,108,1,110.667,105,0.333,94.3,0.607,0.569,0.313,0.269,20.767,73.433,48.633,66.033,8.467,9,13.433,117.2,111.3,606.018,5,1495.631757,126,109.667,0.667,101.8,0.616,0.576,0.343,0.272,28.667,70.167,53.533,58.533,7.2,14.833,12.367,123.7,108,0,5,1475.896108
