Away Team,Visitor Pts,Home Team,Home Pts,Home Win,Away Pts For,Away Pts Allowed,Away Cover,Away Pace,Away TS,Away eFG,Away 3PAR,Away ft Rate,away orb,away drb,away trb,away AST,away STL,away BLK,Away TOV,away off rtg,away def rtg,Away Travel,Away Inactive,Away ELO,Home Pts For,Home pts allowed,Home Covers,Home Pace,Home TS,Home EFG,Home 3PAR,home ft rate,Home ORB,Home DRB,Home TRB,Home AST,Home STL,Home BLK,Home TOV,Home offRtg,Home def RTG,Home Travel,Home Inactive,Home ELO
Cleveland Cavaliers,117,Los Angeles Clippers,119,1,118,111.667,0.667,99.767,0.575,0.518,0.322,0.364,30.967,73.733,52.467,57.633,9,6.467,11.167,118.267,112.033,0,3,1539.436965,111,115.667,0.333,101.833,0.565,0.542,0.489,0.217,14.333,79.033,45.233,61.4,6.4,7.633,11.733,108.9,113.9,0,3,1494.0809
Dallas Mavericks,87,Orlando Magic,94,1,116,113.667,0.667,99.767,0.592,0.558,0.456,0.257,15.467,81.6,47.1,64.033,5.5,6.2,13.2,112.233,110.1,961.687,4,1500.742994,114.333,112.667,0.333,97.467,0.549,0.503,0.413,0.297,30.867,77.533,53.4,44.333,8.233,7.133,9.033,117.3,115.633,0,6,1434.209196
Portland Trail Blazers,105,Charlotte Hornets,95,0,105.667,120.667,0,93.367,0.55,0.506,0.372,0.278,20.6,68.533,42.867,58.633,8,6.867,14.4,105.5,121.233,653.686,4,1526.556744,117,119.667,0,97.133,0.584,0.545,0.432,0.275,23.067,76.8,51.2,65.133,6.7,10.567,13.5,113.133,115.533,0,3,1425.92012
Denver Nuggets,122,Indiana Pacers,119,0,104,107.333,0.667,92.2,0.57,0.535,0.496,0.298,18.5,74.567,45.2,63.767,6.767,4.733,11.233,112.8,116.167,997.194,4,1534.069832,121,113.333,0.667,96.7,0.619,0.585,0.409,0.281,26.9,81.8,54.8,51.8,5.9,7.067,10.867,124.667,117.4,0,4,1475.72944
Utah Jazz,125,Atlanta Hawks,119,0,126,107.333,0.667,101.067,0.623,0.599,0.5,0.23,20.767,83.333,53.133,70.033,8.3,9.367,8.2,124.767,106.067,1580.623,4,1546.32665,112.333,113,0.333,94.367,0.64,0.603,0.411,0.244,19.733,73.9,50,67.433,6.833,8.2,17.267,115.233,115.967,0,2,1510.917929
Detroit Pistons,112,Boston Celtics,128,1,114.667,120.667,0.333,99.333,0.56,0.53,0.447,0.313,28.667,71.967,49.867,72.333,5.733,6.967,11.2,116.067,121.267,611.899,4,1437.035603,119,112.333,0.667,94.767,0.585,0.53,0.391,0.346,30.667,76.6,51.933,66.333,8,10.567,8.367,125.633,118.8,1135.147,3,1530.553139
New York Knicks,85,Brooklyn Nets,112,1,106,115.333,0.667,95.767,0.583,0.551,0.383,0.296,25.233,69.833,48.3,63.633,5.5,8.667,15.8,110.8,120.4,1019.303,3,1476.685237,110.333,114,0,97.533,0.625,0.586,0.428,0.275,14.233,71.5,45.333,68.733,7.033,16.5,14.767,113.233,117.4,1371.81,4,1466.984941
Houston Rockets,109,Toronto Raptors,116,1,117,117.667,0.333,100.733,0.605,0.565,0.441,0.265,29.067,75,51.933,73.033,6.333,8.1,16.333,116.6,116.767,1049.566,4,1424.703026,114,111.667,0.667,101.033,0.526,0.492,0.275,0.228,29.067,76.1,51.467,58,6.933,10.267,8.733,112.8,110.6,437.865,3,1498.778421
New Orleans Pelicans,115,Chicago Bulls,111,0,116.667,114.667,0.667,99.667,0.557,0.524,0.339,0.329,36.067,81.167,58.467,60.2,6.633,7.233,12.9,117.233,115.2,166.425,5,1496.875109,116.333,103.667,0.333,96.8,0.585,0.542,0.505,0.245,21.667,81.767,52.9,63.4,4.433,12.567,9.133,120.033,107.067,0,5,1470.881698
Phoenix Suns,129,Minnesota Timberwolves,117,0,102,112.333,0.667,94.667,0.576,0.552,0.344,0.252,21,76.167,46.867,51.8,8.4,7.5,15.867,107.667,118.567,985.017,3,1524.55296,112.667,111.333,0.333,95.1,0.626,0.571,0.399,0.383,26.767,74.8,51.533,56.467,9.067,8.233,15.967,118.367,117,0,3,1456.956782
Milwaukee Bucks,136,Oklahoma City Thunder,132,0,120.333,125.333,0.667,98.3,0.623,0.589,0.376,0.277,18.9,82.7,50.1,61.9,7.767,4.167,13.367,118.633,123.2,754.731,6,1556.334007,106.333,113.333,0.333,96.367,0.555,0.516,0.377,0.267,27.933,76.033,51.833,59.9,6.233,8.267,14.133,110.267,117.633,909.405,5,1457.945816
Memphis Grizzlies,124,San Antonio Spurs,122,0,108,123.667,0,97.367,0.574,0.54,0.41,0.283,27.033,79.133,52.7,49.867,7.533,4.4,15.533,110.8,126.833,628.672,4,1519.383874,112.333,112.333,0,99.167,0.584,0.54,0.433,0.315,21.8,78.1,48.833,61.333,8.7,10.267,12.433,113.367,113.267,0,4,1459.542476
Los Angeles Lakers,101,Los Angeles Clippers,114,1,115,115,0.667,93.133,0.618,0.588,0.479,0.393,21.567,79.3,51.267,51.167,7.667,7.8,12.467,119.233,119.367,581.04,5,1428.705553,107.333,116,0.333,97.867,0.554,0.529,0.463,0.23,17.367,78.833,46.333,62.7,4.4,5.667,10.267,109.567,118.467,0,4,1499.842505
Cleveland Cavaliers,120,Sacramento Kings,127,1,126,110,1,99.5,0.614,0.574,0.267,0.328,32.4,77.2,56.567,60.1,7.967,8.733,10.333,126.833,110.6,361.421,4,1527.484581,115.333,109.667,0.667,96.733,0.608,0.582,0.403,0.188,20.4,76.033,48.567,65.9,6.6,10.733,10.667,119.2,113.433,74.001,2,1470.72204
Dallas Mavericks,105,Washington Wizards,113,1,115.333,116.333,0.667,99.567,0.576,0.541,0.43,0.254,13.667,80.533,45.367,62.233,5.833,3.767,10.7,111.833,112.933,758.157,2,1490.187577,124,126,0.667,97.867,0.63,0.596,0.473,0.241,19.6,70.467,44.967,67.233,8.867,10.667,12.467,122.467,124.467,329.683,5,1481.425946
Philadelphia 76ers,95,Atlanta Hawks,104,1,109.667,117.333,0.333,98.333,0.555,0.511,0.355,0.231,20.2,70.467,45.1,50.5,7.133,5.267,10.533,111.6,119.367,663.045,4,1468.3606,113,113.667,0.333,94.633,0.588,0.553,0.321,0.23,28.3,77.767,53.733,61.3,7.5,7,14.133,115.6,116.333,0,2,1517.248959
Charlotte Hornets,112,Miami Heat,117,1,115.667,110.667,0.333,96.667,0.589,0.545,0.513,0.314,22.367,76.7,49.667,66.967,7.133,6.3,9.3,119.6,114.633,653.686,3,1416.938589,119,118,0.333,96.267,0.576,0.549,0.435,0.305,28.767,74.733,51.267,57.4,6,7.333,11.3,119.733,118.933,0,4,1461.428472
Portland Trail Blazers,106,New Orleans Pelicans,95,0,117,120.333,0.333,92.9,0.605,0.562,0.428,0.326,19.167,65.167,42.233,57.633,7.3,7.267,11.2,118.7,121.5,649.495,4,1535.362866,116.667,104.333,1,98.467,0.571,0.539,0.361,0.229,25.833,78.2,52.733,54.167,7.5,13.033,10.8,118.333,105.9,835.289,3,1484.878374
Denver Nuggets,112,Boston Celtics,131,1,112.333,112.667,0.667,95.533,0.588,0.547,0.496,0.294,26.067,75.467,48.8,64.7,7.667,5.233,12.567,117.467,117.867,805.444,4,1524.178496,124.333,113,1,97.167,0.611,0.562,0.387,0.35,29.167,76.733,50.533,68.633,10.533,11.433,8.933,128.2,116.5,0,4,1537.845377
Phoenix Suns,97,Orlando Magic,114,1,107,112.333,0.667,96.5,0.575,0.537,0.335,0.263,25.667,77.067,51.1,51.067,7.567,5.233,15,110.7,116.5,1309.719,4,1512.273255,115.667,115.667,0.333,94.6,0.54,0.482,0.408,0.322,33.9,74.933,53.733,45.967,6.867,6.633,8.567,118.333,118.367,0,6,1443.931339
Detroit Pistons,112,New York Knicks,121,1,106.667,124.667,0,101,0.513,0.474,0.387,0.319,25.933,72.6,47.8,56.767,5.633,3.433,11.633,105.6,123.4,188.221,4,1428.347198,107.333,118.667,0.667,93.2,0.573,0.525,0.345,0.323,22.367,77.667,49.367,60.133,5.033,3.167,11.2,115.033,127.267,4.785,2,1482.869127
Toronto Raptors,113,Oklahoma City Thunder,132,1,131.333,120.333,1,99.467,0.656,0.625,0.342,0.278,27.8,80.433,54.8,57.533,5.367,5.8,10.133,132.133,121.4,1115.817,5,1487.845163,99.333,110.333,0.333,93.533,0.531,0.495,0.337,0.248,28.433,77.9,52.333,55.367,6.067,6.4,14.4,106.267,117.733,0,5,1466.259115
Milwaukee Bucks,93,San Antonio Spurs,111,1,116.333,120.333,0.667,97.767,0.63,0.597,0.379,0.286,16.033,82.033,48.733,57.967,7.5,3.233,12.133,119.033,122.633,420.561,7,1543.884144,110.667,115,0,99.367,0.562,0.522,0.427,0.261,20.433,77.3,47.733,62.467,8.7,12.5,11.1,111.4,115.8,0,4,1469.450131
Minnesota Timberwolves,103,Memphis Grizzlies,114,1,108.667,110.667,0.333,94.833,0.546,0.505,0.393,0.221,23.7,72.9,46.767,59.167,8.167,6.967,10.733,110.933,112.967,700.937,3,1448.891175,126.333,120.333,0.667,95.967,0.634,0.61,0.41,0.195,27.333,79.133,53.333,63.4,4.533,7.9,8.9,131.633,125.3,628.672,4,1525.02208
Cleveland Cavaliers,101,Golden State Warriors,106,1,130.667,117.667,0.667,99.033,0.613,0.574,0.307,0.333,29.267,77.333,54.367,62.567,6.467,11,8.967,127.833,114.667,74.001,5,1515.702688,121,130.667,0.333,98.7,0.585,0.535,0.33,0.353,26.1,78.833,50.767,58,8.133,4.833,11.067,118.433,127.867,0,3,1464.907254
Sacramento Kings,120,Los Angeles Lakers,114,0,122,116.667,0.667,102.6,0.613,0.581,0.326,0.323,26.567,80.667,53.633,61.5,7.467,9.533,13.533,118.833,113.9,361.421,3,1479.189463,120.667,106,0.333,96.667,0.583,0.532,0.425,0.365,25.233,80.267,53.067,44.133,8.4,8.3,9.7,121.133,106,0,5,1417.051977
Brooklyn Nets,110,Los Angeles Clippers,95,0,106.667,92,1,91.733,0.574,0.532,0.368,0.219,23.367,73,48.533,65.533,10.7,16.133,10.033,115.9,100.6,2448.922,4,1477.537279,119,121,0.333,98.2,0.609,0.58,0.457,0.268,17.367,71.1,44.333,58.967,4.733,6.867,9.333,121.233,123.233,0,4,1486.194651
Utah Jazz,112,Washington Wizards,121,1,131.667,109.333,1,103.133,0.666,0.641,0.449,0.325,22.1,77.6,52.967,73.033,9.4,9.367,11.267,127.733,105.533,542.56,4,1534.731248,132.667,134,1,99.2,0.665,0.632,0.485,0.282,18.033,75.367,46.467,63.1,7.767,8.933,11.833,129.3,130.533,0,6,1490.41913
Boston Celtics,117,Detroit Pistons,108,0,115.333,116,0.333,94.833,0.563,0.53,0.341,0.206,33.667,81.9,55.133,49.9,7.133,7.033,8.6,122.033,122.167,611.899,6,1544.54245,112.667,121,0.333,99.633,0.549,0.503,0.376,0.313,24.767,74.367,46.967,60.3,5.667,7.233,10.2,113.067,121.633,481.083,4,1418.62051
Toronto Raptors,104,Indiana Pacers,118,1,124,112.333,1,97.767,0.606,0.576,0.357,0.227,26.767,80.433,53.333,61.4,6.467,6.4,8.1,127,115.5,688.42,5,1477.712985,118.333,120.667,0.333,96.4,0.608,0.561,0.388,0.312,26.7,78.733,51.567,52.567,6.533,6.8,10.9,122.5,124.767,0,4,1483.252531
Atlanta Hawks,109,Philadelphia 76ers,121,1,125,120.333,0.333,98.4,0.679,0.638,0.371,0.349,20.633,73.933,51.2,57.6,8.4,5.433,14.267,127.233,122.267,663.045,2,1506.092816,117,119,0.333,101.933,0.559,0.527,0.338,0.281,26.567,70.7,48.533,52.467,8.267,10.767,12.667,111.267,112.933,663.045,3,1476.90001
Charlotte Hornets,115,Miami Heat,132,1,125,113,0.667,95.8,0.626,0.596,0.514,0.278,25.1,74.833,50.233,69.8,7.9,5.533,8.033,130.6,118.1,0,5,1408.383506,126.333,111.667,0.667,99.367,0.574,0.548,0.397,0.242,35.2,74.367,55.233,59,6.167,10.6,10.433,123.4,109.1,0,4,1467.493973
Portland Trail Blazers,112,Dallas Mavericks,117,1,117.667,120,0.333,92.267,0.61,0.556,0.43,0.387,21.767,66.733,44.767,56.4,7.667,11.167,11.733,120.067,121.9,442.725,4,1524.309319,134,118.667,1,103.267,0.679,0.648,0.452,0.312,17.5,79.467,49.067,70.2,9.467,6.3,11.767,129.633,115.133,1183.012,4,1498.622563
Houston Rockets,106,New Orleans Pelicans,119,1,108.667,120,0.333,96.433,0.601,0.567,0.47,0.212,22.9,67.3,45.5,72.433,5.833,6.767,16.433,112.833,124.6,1114.119,5,1416.576417,113.667,101.333,1,99.567,0.56,0.529,0.356,0.186,23.333,77.9,52.1,57.967,10.367,16.167,10.867,114.033,101.833,0,3,1490.569208
Oklahoma City Thunder,145,New York Knicks,135,0,103,112,0.333,97.433,0.57,0.535,0.377,0.263,17.7,74.633,45.633,68,11.933,7.233,15.833,105.833,115.1,1325.468,4,1476.356233,110,122.333,0.667,94.033,0.587,0.539,0.326,0.309,23.733,74.5,49.067,59.3,5.333,3.833,12.033,116.867,130.1,0,3,1469.633417
Minnesota Timberwolves,129,Cleveland Cavaliers,124,0,109,114,0.333,93.867,0.544,0.499,0.368,0.276,25.867,78.467,50.2,55.333,6.8,7.467,10.1,112.467,117.867,630.714,3,1460.386575,113.333,111.667,0.333,95.567,0.604,0.579,0.339,0.266,23.333,74.933,49.233,57.167,7.667,7.7,13.2,118.5,116.933,2161.009,5,1501.239274
Memphis Grizzlies,92,Washington Wizards,102,1,110.333,125.333,0,98.8,0.535,0.495,0.423,0.291,27.4,81.2,52.233,47.4,7.2,4.167,13.233,108.033,123.067,763.497,6,1514.261874,138.333,138,0.667,99.4,0.656,0.627,0.461,0.263,18.567,67.9,43.167,63.633,9.367,11.1,9.667,130.5,130.333,0,3,1498.55877
Utah Jazz,98,Philadelphia 76ers,105,1,129.667,117.667,1,100.933,0.669,0.648,0.418,0.294,25,72.967,51.333,70.167,8.167,11.3,13.133,128.4,116.3,120.618,4,1523.329091,125.333,115.333,0.667,102.167,0.607,0.583,0.359,0.274,28.5,71.4,51.067,51.133,10.067,9.933,11.7,122.467,113,0,3,1485.692221
Denver Nuggets,126,Chicago Bulls,103,0,115.667,111.333,1,96.433,0.612,0.576,0.454,0.296,27.467,80.5,53.333,61.067,7.6,6.833,13.767,119.933,115.367,850.672,5,1532.339376,116,107.667,0.333,96.167,0.582,0.537,0.461,0.253,24.167,86.833,56.3,56.767,4.133,12.167,8.833,120.5,111.833,0,5,1459.54551
Golden State Warriors,115,Sacramento Kings,122,1,112.333,120.333,0.667,101.533,0.549,0.501,0.37,0.372,25.133,72.333,49.3,54.8,3.9,8.8,15.6,106.5,114.5,74.001,3,1455.514005,120.333,103.333,0.667,98.4,0.625,0.599,0.417,0.221,24.033,82.267,53.167,62.267,10.8,11.433,11.633,122.233,105.533,361.421,3,1486.013867
Brooklyn Nets,103,Los Angeles Lakers,116,1,100.667,95,1,92.133,0.55,0.514,0.405,0.251,22.167,70.467,45.833,66.7,11,15.067,11.6,109.2,103.367,0,4,1466.062436,109.333,107.333,0,94.1,0.557,0.522,0.432,0.291,18.733,75.4,47.7,42.967,9.333,5.7,9.167,112.633,110.167,0,5,1425.919531
Toronto Raptors,115,Detroit Pistons,111,0,118.333,112,0.667,100.6,0.595,0.569,0.324,0.183,21.667,74.767,49.633,61.4,6.967,10.5,10.733,117.667,111.267,240.4,5,1485.717738,117.667,122.667,0.667,99.5,0.583,0.525,0.374,0.381,26.533,73.867,49.2,54.467,3.367,6.767,11.133,118.233,123.467,0,4,1407.448507
Charlotte Hornets,112,Orlando Magic,105,0,120,119,0.333,97.033,0.61,0.592,0.51,0.183,17.633,75.767,46.4,67.7,5.5,8.2,7.167,124.233,122.533,204.266,5,1419.011086,115,117.333,0.333,94.4,0.54,0.488,0.361,0.343,35.133,71.7,53.233,43.6,7.233,8.3,9.133,117.833,120.367,0,6,1430.216546
Oklahoma City Thunder,122,Boston Celtics,126,1,105.333,119.333,0.333,100.167,0.546,0.514,0.379,0.24,19.7,76.5,45.833,65.533,11.033,8.5,13.767,105.233,119.033,188.221,5,1468.445992,119.667,116,0.667,96.567,0.594,0.545,0.385,0.359,27.5,81,51.333,64.567,9.6,7.4,9.567,124.133,120.233,611.899,5,1550.047407
Phoenix Suns,112,Miami Heat,113,1,106.667,107.333,0.667,99.233,0.558,0.507,0.353,0.287,20.333,74.767,48.167,55.433,8.4,4.433,13.533,107.5,108.3,204.266,3,1501.230665,122.333,106.667,0.667,98.533,0.584,0.552,0.349,0.245,32,74.6,54,54.667,7.133,8.567,10.167,123.967,108.467,0,4,1475.917842
Los Angeles Clippers,122,Houston Rockets,106,0,112.667,121.667,0.333,105,0.542,0.512,0.386,0.26,18.133,76.467,47.833,56.333,7.367,6.133,13.567,103.867,112.133,1372.899,4,1493.918525,114.333,108,0.667,101.1,0.597,0.582,0.552,0.195,18.3,79.5,49,73.4,5.433,9.1,13.2,113.333,106.9,316.702,3,1405.704182
Atlanta Hawks,121,Milwaukee Bucks,106,0,122,114,0.667,98.3,0.657,0.626,0.379,0.24,23.6,71.433,50.533,58.167,9.367,6.567,14.133,124.4,116.233,693.809,2,1516.783097,116.333,111,0.667,99.633,0.617,0.571,0.281,0.347,18.5,80.133,51.633,44.9,8.8,11.167,12.4,116.633,111.4,1106.539,5,1530.113824
San Antonio Spurs,95,Golden State Warriors,132,1,109.667,106,1,98.5,0.568,0.524,0.303,0.291,27.6,79.767,53.4,57.5,7.767,6.5,13.967,111.4,107.733,1488.556,6,1459.266987,121,123,0.333,98.533,0.596,0.548,0.391,0.391,25.9,73.333,49.8,65.267,7.433,5.633,12.6,118.633,120.133,74.001,4,1463.08634
Memphis Grizzlies,102,New Orleans Pelicans,113,1,111.667,119.667,0.333,100.967,0.528,0.488,0.424,0.318,27.4,84,55.833,56.867,5.967,5.533,14.467,103.933,111.8,965.967,5,1503.805866,112.667,99.333,0.667,101.467,0.563,0.543,0.371,0.207,19.6,76,49.733,63.233,11.167,14.667,11.5,110.9,97.9,0,4,1498.407553
Los Angeles Clippers,101,Dallas Mavericks,103,1,103.333,114.667,0,107.167,0.512,0.478,0.362,0.249,19.533,78.333,49.8,58.033,8.667,7.6,15.733,96.467,106.967,226.783,4,1484.257406,135,116,1,103.8,0.679,0.652,0.401,0.255,21.867,85.1,54.8,64.633,7.7,4.633,12.567,129.933,111.767,0,5,1505.696974
New York Knicks,118,Utah Jazz,111,0,107.667,118.667,0.667,95.967,0.576,0.538,0.41,0.313,25.367,74.233,49.033,64.033,4.133,7.033,13.9,112.267,123.533,1968.246,3,1480.76657,123.333,124.667,0,98.433,0.573,0.523,0.4,0.336,28,71.067,48.267,52.733,7.767,5.3,9.167,121.067,122.067,1921.262,3,1509.173006
San Antonio Spurs,110,Portland Trail Blazers,117,1,98.667,104,0.667,96.4,0.534,0.496,0.261,0.267,26.467,74.833,52,64.833,5.9,9.367,16.067,102.367,108,536.638,5,1451.272051,108,104,1,99.9,0.604,0.56,0.362,0.366,15.1,75.367,46.933,61.433,9.067,11.967,16.2,108.167,104.033,1630.072,4,1529.886774
Brooklyn Nets,121,Sacramento Kings,153,1,102.333,102.333,0.667,92.667,0.559,0.524,0.374,0.293,22.133,71.2,46.7,63.833,9.9,10.1,11.9,110.367,110.533,361.421,3,1456.827408,114,100.333,0.333,99.233,0.591,0.563,0.411,0.203,25.367,76.633,51.7,56.933,13.433,12.867,13.867,114.8,101.567,0,3,1492.692322
Indiana Pacers,125,Charlotte Hornets,113,0,110,107,0.667,94.333,0.561,0.515,0.399,0.32,31.433,79.933,57.1,54.433,7.367,8.6,9.8,116.3,113.633,427.97,4,1491.119437,116.333,113,0.333,99.267,0.566,0.538,0.481,0.231,20.033,79.7,49.8,62.7,7.9,9.9,12.733,109.8,106.333,463.081,4,1407.985491
Minnesota Timberwolves,126,Orlando Magic,108,0,103.667,115.667,0.333,94.533,0.53,0.484,0.41,0.297,23.2,79.367,49.467,57.733,5.467,9.267,11.033,106.6,118.7,895.482,3,1469.179225,110.333,114,0.333,91.433,0.546,0.51,0.341,0.305,33.733,69.733,51.8,47.7,5.667,7.567,10.533,116.6,120.4,0,6,1418.233311
Oklahoma City Thunder,121,Washington Wizards,120,0,106.333,119,0.333,101.533,0.562,0.526,0.356,0.25,18.4,72.8,44.8,64.2,12.233,6.1,15.267,104.667,116.967,393.613,5,1478.921508,132.667,137.667,0.333,100,0.645,0.609,0.406,0.261,21.533,76.4,48.4,61.933,7.9,11.467,9.967,128.3,133.8,0,5,1484.979601
Boston Celtics,126,Atlanta Hawks,101,0,119,116.667,0.333,93.633,0.562,0.525,0.302,0.215,38.367,75.567,55.067,50.5,9.2,6.067,7.667,127.133,124.367,936.152,5,1558.754817,113.333,118.333,0.333,95.1,0.599,0.567,0.319,0.203,26.467,80.5,54.4,62.133,8.833,5.333,15.1,115.367,120.5,669.169,2,1504.885568
Miami Heat,104,Toronto Raptors,112,1,118.667,113,0.667,97.333,0.601,0.537,0.468,0.413,28.5,68.1,48.9,59.9,7.867,8.1,11.367,121.933,116.1,1235.064,4,1466.399308,120.667,115.667,0.667,101.667,0.584,0.549,0.283,0.224,20.133,75.233,48.7,58.833,7.2,12.933,8.2,118.667,113.867,206.415,5,1492.658614
Cleveland Cavaliers,98,Milwaukee Bucks,113,1,129,122.333,0.333,98.3,0.612,0.581,0.334,0.312,25.133,81.067,53.067,61.833,4.567,10.2,8.6,127.067,120.1,335.831,4,1492.252562,119,118,0.667,100.267,0.623,0.569,0.344,0.342,19.233,81.9,52.733,59.233,6,9.733,12.467,118.667,117.8,0,6,1536.565768
Chicago Bulls,110,New Orleans Pelicans,124,1,120.333,107.333,1,93.1,0.612,0.576,0.483,0.195,31.567,79.3,55.367,69.9,4.633,8.467,9.533,129.3,115.333,835.289,5,1450.835369,121.667,102.667,0.667,104.3,0.618,0.6,0.381,0.246,23.2,72.133,52.4,68.967,10.233,16.367,14.5,116.667,98.467,0,4,1504.610827
Houston Rockets,101,Dallas Mavericks,92,0,111,128.333,0.333,96.9,0.624,0.587,0.451,0.266,22.3,71.933,46.633,71.933,5.167,3.167,17.667,114.667,132.233,226.783,5,1418.097529,140,120.667,0.667,102.267,0.702,0.659,0.403,0.322,23.1,83.4,55.733,63.2,6.467,3.067,11.5,136.733,118.133,0,6,1490.502187
New York Knicks,106,Denver Nuggets,103,0,109.667,121.333,0.667,97.233,0.531,0.486,0.385,0.31,26.267,70.267,46.8,62.733,5.967,8.167,11.5,109.167,121,370.186,3,1491.840807,116.667,119.667,0.333,97.6,0.568,0.531,0.454,0.307,16.9,73.933,46.2,51.133,4.967,10.7,8.333,115.433,118.8,916.679,4,1518.233967
Golden State Warriors,119,Phoenix Suns,130,1,113,125.667,0.333,101,0.551,0.501,0.363,0.38,22.433,74.7,48.567,48.8,4.267,6.567,14.367,107.633,120.233,651.421,5,1454.35638,113.333,106.333,1,92.3,0.617,0.561,0.355,0.342,25.167,78.4,55.533,58.833,4.8,10.433,13.867,118.9,111.367,1978.514,5,1507.451632
Brooklyn Nets,109,Portland Trail Blazers,107,0,111.333,121.333,0.333,100.133,0.593,0.545,0.369,0.349,13.967,75.133,45.033,63.7,6.4,8.2,12.667,111.167,120.4,484.026,3,1468.494128,111.333,106.667,1,98.633,0.599,0.563,0.378,0.315,21.5,83.567,51.767,58.667,8.167,6.333,15.033,113.2,108.267,0,4,1515.280519
San Antonio Spurs,112,Sacramento Kings,130,1,100,105,0.667,94.267,0.575,0.543,0.325,0.257,20.7,77.233,51.033,71.4,6.4,8,16.6,106.2,111.433,484.026,6,1442.632471,119.667,97.333,0.667,102.467,0.611,0.575,0.405,0.254,30.067,83.233,57.967,59.067,12.067,12.967,16,116.667,94.933,0,3,1498.832755
Detroit Pistons,91,Los Angeles Clippers,96,1,107.333,118,0.333,98.867,0.521,0.476,0.358,0.276,26.433,69.8,46.7,49.967,6.767,4.4,10.967,108.5,119.3,1980.476,3,1399.769004,109.667,113,0,100,0.557,0.516,0.467,0.255,15.633,73.567,43.767,61.733,6.533,8.833,9.233,110.067,113.333,1238.262,2,1489.566553
Miami Heat,106,Washington Wizards,107,1,118,110.667,0.667,97.9,0.593,0.534,0.399,0.367,31.267,72.133,51.9,56.9,8.5,4.7,11.8,120.533,113.067,349.979,5,1457.126042,119.667,131,0,97.767,0.583,0.539,0.369,0.229,27.767,77.933,52.1,61.433,7.4,10.867,11.033,118.1,130.233,0,5,1491.693213
Charlotte Hornets,122,Cleveland Cavaliers,132,1,127.667,112.667,0.667,98.933,0.638,0.618,0.475,0.196,20.133,77.567,49.533,62.2,7.467,9.867,7.667,129.567,113.8,435.766,4,1400.503587,109.667,109.333,0,95.2,0.575,0.546,0.351,0.323,25.633,75.533,51.1,59.567,5.667,8.233,11.7,115.267,115,335.831,4,1497.395975
Milwaukee Bucks,102,Philadelphia 76ers,110,1,113.667,109.333,1,94.833,0.612,0.579,0.346,0.26,19.133,77.267,49.767,53.267,7.7,5.067,10.067,120.1,115.467,693.809,4,1525.354876,124.333,114,0.667,103.267,0.593,0.579,0.392,0.202,25.067,73.567,49.333,53.033,9.633,8.8,10.8,120.067,110.4,0,3,1494.287596
Orlando Magic,108,Chicago Bulls,107,0,110.667,101.333,1,94.6,0.547,0.509,0.443,0.335,27.733,74.767,50.467,47.467,5.6,11.767,8.467,117.067,107.267,987.158,5,1428.7785,117.667,110.333,0.333,98.267,0.556,0.508,0.445,0.265,26.367,87.6,57.267,56.367,6,10.967,9.667,116.1,108.6,835.289,5,1437.193892
Indiana Pacers,99,Houston Rockets,91,0,118.333,114,0.667,96.9,0.621,0.587,0.447,0.321,26.933,83.733,57.467,55.567,7.9,10.1,12,122.033,117.667,925.876,4,1498.753274,115.667,106.667,0.667,98.767,0.596,0.577,0.501,0.179,21.433,79.4,50.467,66.433,5.8,10.833,11.533,117.2,107.933,226.783,6,1407.322594
Oklahoma City Thunder,110,Memphis Grizzlies,121,1,109.667,122.667,0.333,100.733,0.565,0.527,0.307,0.257,20.9,77.167,47.7,64,8.6,7,13.133,108.9,121.567,763.497,6,1469.823879,127.667,119,0.667,99.033,0.633,0.599,0.385,0.267,30.3,77.133,54.733,60.267,4.3,7.333,10.767,129.133,120.533,358.559,5,1510.358606
Denver Nuggets,99,Dallas Mavericks,127,1,118.667,109.667,1,94.733,0.629,0.592,0.46,0.262,28.033,80.333,53.333,68.633,5.967,6.133,12.4,125.267,115.8,662.473,5,1507.6652,128,121,0.333,100.267,0.662,0.616,0.352,0.302,20.867,76.933,50.867,63.2,6.633,4.333,11.6,127.767,120.633,0,4,1498.451628
Boston Celtics,117,New Orleans Pelicans,109,0,117,118.667,0,96.067,0.548,0.513,0.338,0.25,34.767,73.033,51.5,50.9,10.067,8.1,8.467,121.667,123.5,424.845,5,1566.892813,128,102.333,0.667,103.633,0.626,0.607,0.351,0.265,26.733,73.833,55.033,64.6,7.667,16.1,12.4,123.7,98.767,0,4,1493.298595
Phoenix Suns,133,Utah Jazz,134,1,112.333,109,1,101.2,0.553,0.5,0.353,0.264,23.1,81,52.167,56.733,7.9,7.533,11.067,110.9,107.567,506.06,3,1497.707005,117,130,0,100.433,0.536,0.487,0.364,0.333,27.433,69.867,47.6,48.333,6.6,8.867,10.867,112.6,125,0,5,1516.326113
New York Knicks,101,Golden State Warriors,111,1,107.333,120.667,0.333,99.267,0.509,0.458,0.379,0.324,24.667,71.067,47.1,61.267,5.5,6.267,11.333,104.533,117.867,944.879,3,1481.000491,121,122,0.333,100.3,0.592,0.545,0.376,0.349,26.733,72.1,49.6,66.3,8.3,6.1,14.733,116.7,116.967,651.421,5,1462.576208
